    -99.49238579      1.38709677
    -95.93908629      1.45161290
    -91.87817259      1.49193548
    -87.81725888      1.55645161
    -82.74111675      1.61290323
    -78.68020305      1.66129032
    -75.63451777      1.69354839
    -71.06598985      1.74193548
    -66.49746193      1.79032258
    -62.43654822      1.87096774
    -57.86802030      1.91935484
    -54.82233503      1.95161290
    -51.26903553      1.99193548
    -47.20812183      2.04032258
    -44.16243655      2.07258065
    -39.08629442      2.12096774
    -33.50253807      2.16935484
    -28.42639594      2.21774194
    -24.36548223      2.22580645
    -20.30456853      2.25806452
    -15.73604061      2.28225806
    -11.16751269      2.30645161
     -5.07614213      2.32258065
      0.00000000      2.33064516
      5.07614213      2.33064516
     10.15228426      2.31451613
     14.72081218      2.29838710
     18.78172589      2.27419355
     23.35025381      2.24193548
     28.93401015      2.20161290
     34.51776650      2.16129032
     39.08629442      2.12903226
     44.16243655      2.07258065
     47.71573604      2.04032258
     51.77664975      1.99193548
     57.36040609      1.92741935
     61.92893401      1.87096774
     66.49746193      1.81451613
     70.55837563      1.76612903
     75.12690355      1.70967742
     79.69543147      1.66129032
     85.27918782      1.60483871
     89.84771574      1.54032258
     93.90862944      1.48387097
     97.96954315      1.40322581
