11,12,6,0,0
11,17,12,0,0
6,9,11,0,0
19,9,6,0,0
12,20,6,0,0
9,18,11,0,0
12,4,10,0,0
12,10,17,0,0
4,12,5,0,0
16,4,5,0,0
10,4,15,0,0
5,12,20,0,0
7,5,6,0,0
7,6,19,0,0
5,7,1,0,0
16,5,1,0,0
6,5,20,0,0
1,7,13,0,0
8,7,9,0,0
8,9,18,0,0
7,8,2,0,0
13,7,2,0,0
9,7,19,0,0
2,8,14,0,0
11,8,3,0,0
11,18,8,0,0
3,10,11,0,0
15,10,3,0,0
8,14,3,0,0
10,17,11,0,0
2,3,1,0,0
2,14,3,0,0
4,1,3,0,0
16,1,4,0,0
3,15,4,0,0
1,13,2,0,0
