     -0.02000000     -0.01200000     -0.04250003
     -0.01200000     -0.02000000     -0.04250003
     -0.00400000     -0.01200000     -0.04250003
     -0.01200000     -0.00400000     -0.04250003
     -0.02000000     -0.02000000     -0.04250003
     -0.02000000     -0.00400000     -0.04250003
     -0.00400000     -0.02000000     -0.04250003
     -0.00400000     -0.00400000     -0.04250003
     -0.02000000     -0.00400000     -0.04250003
     -0.01200000     -0.01200000     -0.04250003
     -0.00400000     -0.00400000     -0.04250003
     -0.01200000      0.00400000     -0.04250003
     -0.02000000     -0.01200000     -0.04250003
     -0.02000000      0.00400000     -0.04250003
     -0.00400000     -0.01200000     -0.04250003
     -0.00400000      0.00400000     -0.04250003
     -0.02000000      0.00400000     -0.04250003
     -0.01200000     -0.00400000     -0.04250003
     -0.00400000      0.00400000     -0.04250003
     -0.01200000      0.01200000     -0.04250003
     -0.02000000     -0.00400000     -0.04250003
     -0.02000000      0.01200000     -0.04250003
     -0.00400000     -0.00400000     -0.04250003
     -0.00400000      0.01200000     -0.04250003
     -0.02000000      0.01200000     -0.04250003
     -0.01200000      0.00400000     -0.04250003
     -0.00400000      0.01200000     -0.04250003
     -0.01200000      0.02000000     -0.04250003
     -0.02000000      0.00400000     -0.04250003
     -0.02000000      0.02000000     -0.04250003
     -0.00400000      0.00400000     -0.04250003
     -0.00400000      0.02000000     -0.04250003
     -0.01200000     -0.01200000     -0.04250003
     -0.00400000     -0.02000000     -0.04250003
      0.00400000     -0.01200000     -0.04250003
     -0.00400000     -0.00400000     -0.04250003
     -0.01200000     -0.02000000     -0.04250003
     -0.01200000     -0.00400000     -0.04250003
      0.00400000     -0.02000000     -0.04250003
      0.00400000     -0.00400000     -0.04250003
     -0.01200000     -0.00400000     -0.04250003
     -0.00400000     -0.01200000     -0.04250003
      0.00400000     -0.00400000     -0.04250003
     -0.00400000      0.00400000     -0.04250003
     -0.01200000     -0.01200000     -0.04250003
     -0.01200000      0.00400000     -0.04250003
      0.00400000     -0.01200000     -0.04250003
      0.00400000      0.00400000     -0.04250003
